,lemma,upos,pos,cur,id,Prob1,Prob2,segId,space
94,which,PRON,WDT,526,95,-2.5275,-3.1884,4, 
95,include,VERB,VBZ,532,96,-4.2622,-5.0847,4, 
96,one,NUM,CD,541,97,-2.6369,-6.6440,4, 
97,minister,NOUN,NN,545,98,-3.7120,-6.6598,4, 
98,charge,VERB,VBN,554,99,-4.4176,-7.4891,4, 
99,with,ADP,IN,562,100,-2.2850,-4.8094,4, 
100,crime,NOUN,NNS,567,101,-4.8549,-7.0497,4, 
101,against,ADP,IN,574,102,-3.3519,-6.0783,4, 
102,humanity,NOUN,NN,582,103,-5.0127,-6.4284,4, 
103,by,ADP,IN,591,104,-2.3879,-7.3922,4, 
104,the,DET,DT,594,105,-1.3096,-2.9738,4, 
105,International,PROPN,NNP,598,106,-3.7462,-4.4717,4, 
106,Criminal,PROPN,NNP,612,107,-4.3943,-7.3130,4, 
107,Court,PROPN,NNP,621,108,-3.6368,-6.2716,4, 
108,in,ADP,IN,627,109,-1.8251,-5.0986,4, 
109,the,DET,DT,630,110,-1.3096,-2.3779,4, 
110,Hague,PROPN,NNP,634,111,-5.3196,-5.4370,4, 
111,.,PUNCT,.,639,112,-1.4170,-6.4009,4,
112,although,SCONJ,IN,641,113,-3.4601,-7.7901,5, 
113,emphasize,VERB,VBG,650,114,-5.7020,-50,5, 
114,that,SCONJ,IN,662,115,-2.0550,-6.5114,5, 
115,Khartoum,PROPN,NNP,667,116,-6.0741,-50,5, 
116,bear,VERB,VBZ,676,117,-4.9618,-50,5, 
117,the,DET,DT,682,118,-1.3096,-5.7648,5, 
118,bulk,NOUN,NN,686,119,-4.7611,-5.0462,5, 
119,of,ADP,IN,691,120,-1.6306,-5.0274,5, 
120,the,DET,DT,694,121,-1.3096,-2.2331,5, 
121,responsibility,NOUN,NN,698,122,-4.1289,-4.9090,5, 
122,for,ADP,IN,713,123,-2.1680,-4.5550,5, 
123,this,DET,DT,717,124,-2.9991,-4.7109,5, 
124,ongoing,ADJ,JJ,723,125,-5.2548,-50,5, 
125,atrocity,NOUN,NNS,731,126,-5.7164,-50,5, 
126,",",PUNCT,",",741,127,-1.3899,-6.9450,5,
127,Spielberg,PROPN,NNP,743,128,-5.9908,-7.4891,5, 
128,maintain,VERB,VBZ,753,129,-5.1546,-50,5, 
129,that,SCONJ,IN,763,130,-2.0550,-5.6778,5, 
130,the,DET,DT,768,131,-1.3096,-3.0038,5, 
131,international,ADJ,JJ,772,132,-3.7462,-4.4717,5, 
132,community,NOUN,NN,786,133,-3.7313,-5.7547,5, 
133,",",PUNCT,",",795,134,-1.3899,-4.8339,5,
134,and,CCONJ,CC,797,135,-1.6736,-2.4655,5, 
135,particularly,ADV,RB,801,136,-3.7550,-5.1536,5, 
136,China,PROPN,NNP,814,137,-4.3531,-7.6140,5, 
137,",",PUNCT,",",819,138,-1.3899,-5.1721,5,
138,should,AUX,MD,821,139,-3.0531,-4.5766,5, 
139,do,VERB,VB,828,140,-2.6585,-5.1139,5, 
140,more,ADJ,JJR,831,141,-2.8059,-5.2399,5, 
141,to,PART,TO,836,142,-1.6934,-4.6685,5, 
142,end,VERB,VB,839,143,-3.4055,-4.7903,5, 
143,the,DET,DT,843,144,-1.3096,-5.1369,5, 
144,suffering,NOUN,NN,847,145,-4.4700,-5.6712,5, 
145,.,PUNCT,.,856,146,-1.4170,-5.5873,5,
